orf	hap a | number of peroxisomes | standard [standard] | Yofe I~Thoms S, 2017	hap a | peroxisomes distribution | standard [standard] | Yofe I~Thoms S, 2017
YPL172C	2.67	19.34
YPL173W	2.65	14.77
YPL174C	2.83	10.36
YPL177C	2.43	8.41
YPL180W	2.77	7.17
YPL181W	2.83	11.51
YPL182C	2.78	10.24
YPL183C	2.57	18.38
YPL183W-A	2.86	15.77
YPL184C	2.47	12.84
YPL185W	2.09	8.78
YPL189W	2.35	7.91
YPL194W	2.23	7.01
YPL195W	2.35	7.3
YPL196W	2.39	8.36
YPL197C	2.41	7.53
YPL198W	2.2	9.15
YPL199C	2.35	7.89
YPL200W	2.26	8.16
YPL201C	2.25	9.11
YPL202C	2.43	8.25
YPL205C	2.73	7.32
YPL207W	2.16	7.57
YPL208W	2.19	7.61
YPL214C	2.14	7.69
YPL215W	2.53	7.26
YPL216W	2.3	6.96
YPL219W	2.37	7.58
YPL220W	2.26	8.2
YPL221W	2.0	9.56
YPL222W	2.57	10.38
YPL223C	2.21	8.1
YPL224C	2.48	11.83
YPL229W	2.16	8.68
YPL230W	2.2	8.07
YPL232W	2.26	9.15
YPL240C	2.43	7.66
YPL241C	2.2	8.5
YPL245W	2.0	7.49
YPL246C	2.22	8.79
YPL247C	2.2	8.87
YPL248C	2.37	9.95
YPL249C	2.49	9.69
YPL253C	2.45	7.44
YPL257W	2.14	8.64
YPL258C	2.34	8.08
YPL260W	2.39	10.05
YPL262W	2.21	9.76
YPL263C	2.24	7.83
YPL264C	2.36	8.16
YPL265W	2.34	7.91
YPL267W	2.23	9.37
YPL269W	2.42	8.02
YPL270W	2.85	6.91
YPL272C	2.37	7.82
YPL274W	2.33	8.33
YPR001W	2.28	8.19
YPR002W	2.38	9.19
YPR003C	2.52	7.79
YPR004C	2.37	8.99
YPR005C	2.41	9.02
YPR007C	2.42	12.18
YPR008W	2.53	10.63
YPR011C	2.13	7.97
YPR012W	2.27	10.63
YPR013C	2.69	11.52
YPR014C	2.44	8.73
YPR017C	2.42	9.01
YPR018W	2.59	9.77
YPR020W	2.46	11.91
YPR021C	2.39	11.79
YPR022C	2.5	10.53
YPR023C	2.32	12.78
YPR024W	2.33	13.97
YPR026W	2.3	11.66
YPR027C	2.58	10.33
YPR028W	2.2	9.38
YPR029C	2.91	14.25
YPR030W	2.6	13.31
YPR031W	2.53	11.09
YPR032W	2.82	11.59
YPR036W	2.66	9.91
YPR037C	2.39	9.53
YPR038W	2.61	10.49
YPR039W	2.55	11.94
YPR040W	2.92	8.3
YPR042C	2.64	12.49
YPR043W	2.92	10.9
YPR044C	3.13	10.83
YPR045C	2.67	9.85
YPR046W	2.67	11.93
YPR047W	2.81	17.64
YPR049C	2.55	12.06
YPR050C	2.76	11.82
YPR051W	2.56	13.24
YPR052C	2.6	10.87
YPR053C	2.38	10.97
YPR054W	2.45	11.33
YPR057W	3.22	10.16
YPR058W	2.5	11.32
YPR059C	2.33	15.04
YPR060C	3.0	17.46
YPR061C	2.55	12.56
YPR062W	2.25	10.24
YPR063C	2.47	11.02
YPR064W	2.3	13.53
YPR065W	2.28	16.22
YPR066W	2.54	12.18
YPR068C	2.46	11.55
YPR070W	2.34	14.08
YPR071W	2.41	9.19
YPR073C	2.39	9.69
YPR074C	2.32	11.15
YPR075C	2.39	10.22
YPR076W	2.38	9.09
YPR077C	2.61	9.8
YPR078C	2.48	10.07
YPR079W	2.31	12.05
YPR083W	2.27	8.73
YPR084W	2.33	16.62
YPR089W	2.51	10.004999999999999
YPR091C	2.38	9.68
YPR092W	2.46	7.75
YPR093C	2.65	9.95
YPR095C	2.4	10.7
YPR096C	2.64	11.84
YPR097W	2.42	9.59
YPR098C	2.46	10.34
YPR100W	2.7	23.64
YPR101W	3.39	10.25
YPR106W	2.43	9.19
YPR109W	2.31	10.2
YPR111W	2.44	9.85
YPR114W	2.4	9.89
YPR115W	2.35	9.46
YPR116W	2.59	18.49
YPR117W	2.26	9.07
YPR118W	2.45	9.78
YPR119W	2.43	8.5
YPR120C	2.33	9.35
YPR121W	2.35	6.57
YPR122W	2.14	8.81
YPR123C	2.36	9.75
YPR124W	2.45	10.02
YPR125W	2.36	8.51
YPR126C	2.3	11.31
YPR127W	2.36	8.5
YPR128C	1.8	11.69
YPR129W	2.52	9.33
YPR130C	2.16	9.36
YPR132W	2.07	7.0
YPR133W-A	2.88	10.91
YPR134W	2.65	15.65
YPR135W	2.86	9.06
YPR138C	2.61	8.17
YPR140W	2.44	8.41
YPR141C	2.55	9.86
YPR145W	2.45	9.66
YPR146C	2.28	9.98
YPR147C	2.38	8.77
YPR148C	2.23	10.3
YPR149W	2.26	7.19
YPR150W	2.16	8.96
YPR151C	2.21	8.53
YPR152C	2.36	8.08
YPR153W	2.29	9.27
YPR154W	2.35	8.93
YPR155C	2.4	8.02
YPR156C	2.47	8.88
YPR157W	2.62	8.47
YPR158W	2.46	8.98
YPR160W	2.24	7.37
YPR163C	2.36	8.48
YPR164W	2.56	11.36
YPR166C	2.44	9.56
YPR167C	2.42	10.81
YPR170C	2.15	10.18
YPR171W	2.63	10.99
YPR172W	2.33	9.45
YPR174C	2.28	9.22
YPR179C	2.33	12.07
YPR184W	2.17	8.92
YPR185W	2.42	7.64
YPR188C	2.38	9.29
YPR189W	2.71	10.47
YPR191W	2.45	12.3
YPR192W	2.33	7.61
YPR193C	2.32	8.55
YPR194C	2.21	9.43
YPR195C	2.16	9.0
YPR196W	2.3	10.27
YPR197C	2.08	10.23
YPR198W	2.47	7.68
YPR199C	2.44	8.1
YPR200C	2.16	9.65
YPR201W	2.23	8.16
