20040824	NAME	WEIGHT	DESC	AAPO	YPD	Wort	RafA	Lova	HygB	GlyE	Calc	Caff	AntA	ActD	Alk-5g	Alk-15g	AraC	Arn	Ars	Ben	Bleo	Cis1	Cis4	CPTa	CPTc	Dox	Gal-5g	Gal-15g	H2O2	HU	Ida	IR	Lys	Mech	Mel	Min-5g	Min-15g	MMC	MMS	NaCl-5g	NaCl-15g	Nys-5g	Nys-15g	Oxa	SC	Sorb-5g	Sorb-15g	Thr	Tpt	TPZ	Trp	UVA	UVB	UVC
YAR002W	NUP60	1	nucleocytoplasmic transport*	0.691	-1.348	-0.252		-0.128	0.212			0.325		0.81	0.197	0.951	-0.24	-0.08	0.074	0.849	-0.089	-0.502	-0.605	-0.023	-0.462	0.354	0.061	0.574	1.062	0.144	-0.548	0.206	-0.111	-0.154	-0.095	0.298	1.466	-0.138	-0.016	0.495	1.564	-0.154	0.14	-0.983	0.035	0.966	1.7	0.47	0.242	-0.024	-0.05	-0.676	-0.168	-0.335
YGL019W	CKB1	1	protein amino acid phosphorylation*	-0.023	-0.311	0.128	-0.238	0.168	-0.321	0.01	-0.358	-0.591	-0.186	0.32	0.467	0.699	0.098	-0.09	0.077	-0.148	0.042	-0.942	-0.602	-0.05	-0.154	-0.3	0.164	0.075	-0.128	-0.188	-0.343	-0.197	-0.21	-0.168	-0.154	-0.372	-0.178	0.166	-0.677	0.234	-0.738	0.15	-0.023	-1.52	-0.216	-0.313	-0.326	-0.21	0.048	0.253	-0.204	0.16	-0.115	-0.266
YMR039C	SUB1	1	positive regulation of transcription from Pol II promoter*	-1.1	-0.122	0.185	0.057	0.145	-0.229	-0.288	-0.298	0.138	-0.215	-0.748	-0.209	-0.713	-0.892	-0.106	-0.249	0.122	0.208	-0.091	-0.6	-0.084	0.022	-0.23	-0.055	0.052	-1.34	-0.175	0.059	-0.36	-0.198	-0.095	-0.182	-0.04	-0.201	0.04	0.227	-0.065	0.375	0.045	-0.041	-0.579	-0.069	0.165	0.115	-0.061	0.043	-0.185	-0.149	0.003	-0.162	-0.316
YIL005W	EPS1	1	protein-ER retention	-0.091	0.047	-0.013	0.138	-0.479	-0.286	0.085	-0.347	-0.244	0.046	0.726	0.127	0.855	-0.318	0.099	0.105	-0.088	-0.064	-0.883	-0.599	0.139	0.018	0.522	0.168	0.158	0.067	-0.051	0.493	-0.177	-0.131	-0.06	-0.034	-0.098	0.136	-0.007	0.048	0.008	0.159	-0.492	-0.614	-0.892	-0.165	-0.289	-0.147	-0.263	-0.115	-0.506	-0.16	-0.094	-0.003	-0.054
YNL107W	YAF9	1	chromatin remodeling	-0.535	-0.715	-0.183	0.014	-0.327	-0.579	0.464	-0.381	-0.028	-0.049	0.954	-0.83	-0.964	-0.396	0.216	-0.011	-0.558	-0.187	-0.839	-0.598	-0.375	0.192	-0.211	-0.303	-0.155	-0.609	-0.458	0.494	-0.612	-0.018	-0.313	-0.335	0.069	0.385	0.157	-0.311	-0.169	-0.616	-0.846	-0.771	-0.805	-0.086	0.16	-0.164	-0.053	-0.028	-0.546	-0.26	-0.116	-0.396	-0.726
YER089C	PTC2	1	G1/S transition of mitotic cell cycle*	-0.969	0.152	-0.046	0.088	-0.217	0.018	-0.14	-0.038	-0.149	-0.039	-0.342	-0.019	0.108	-0.236	-0.099	-0.106	-0.153	0.028	-0.743	-0.591	-0.013	-0.094	0.017	0.187	0.145	-0.958	0.007	-0.45	-0.02	-0.21	0.022	-0.023	0.081	0.022	-0.06	-0.561	0.103	0.196	-0.182	-0.119	-0.958	-0.143	0.041	0.175	-0.056	0.113	-0.024	-0.155	0.018	-0.114	-0.103
YCR009C	RVS161	1	endocytosis*		-0.954									-0.715	-0.817	-0.581		-0.204	0.255	0.186		-0.455	-0.572	-0.881	-0.313		-0.558	-0.254	-0.654	-1.109	-0.354		0.085	-0.189		0.143	-0.425		-0.151	-0.826	-0.344	-0.996	-0.712	-1.401	-0.233	0.884	-0.237	-0.066	-0.461		0.051	-0.113		
YMR214W	SCJ1	1	protein folding	-0.07	-0.184	-0.093	0.072	0.02	-1.508	-0.05	-0.402	0.132	0.01	-0.11	-0.977	-1.997	-0.543	-0.032	0.073	-0.365	-0.338	-0.358	-0.566	-0.059	-0.074	-0.112	-0.087	-0.136	0.054	-0.698	-0.025	-0.247	-0.297	-0.073	0.044	-0.17	0.4	-0.051	0.335	-0.179	0.474	-1.128	-1.213	-1.205	0.036	-0.044	-0.14	0.011	-0.04	-0.514	-0.096	0.158	-0.045	-0.037
YDL101C	DUN1	1	protein amino acid phosphorylation*	0.02	-0.821	-0.083	-0.231		-0.021	0.056	0.189	-0.546	0.173	0.169	0.03	0.277	0.226	0.075	-0.001	0.532	-0.264	-0.805	-0.561	-0.049	-0.125	0.081	-0.429	-0.638	-0.045	-1.024	-0.961	-0.18	-0.338	-0.638	0.099	-0.046	0.306	-0.355	-0.141	-0.043	-0.13	-1.281	-1.446	-1.089	-0.352	0.013	-0.12	-0.369	-0.02	0.056	-0.329	-0.164	-0.686	-1.029
YDL006W	PTC1	1	response to osmotic stress*	-0.092	-0.831									-1.127	-0.845		-0.253		0.103	0.105	-0.457	-0.639	-0.553	-0.085	-0.068	-0.704	-0.611		-0.557	-1.152	-0.365	-0.37	-0.372		-0.116	0.146		-0.06	-0.329	0.686		-0.705		-0.844	-0.427	0.787		0.263			-0.423	-0.19	-0.492	-0.595
YMR190C	SGS1	1	mitotic chromosome segregation*	-0.377	-0.954	0.013	-0.338		-0.137	0.256	-0.51	0.529	-0.06		0.052	0.607		0.026	-0.233	0.872		-0.76	-0.552	-0.255	-0.344		-0.117	-0.108	-0.454	-0.193	-0.611	0.011	-0.232	-0.453		0.213	0.252		0.265	0.225	0.464	-0.095	0.171	-0.161	-0.193	0.417	-0.184	0.069	-0.318		-0.343	-0.387	-0.882	-0.649
YMR294W	JNM1	1	mitotic anaphase B	-0.62	0.005	-0.147	-0.111	-0.008	-0.28	-0.114	-0.735	-0.552	0.132	-0.483	-0.49	-1.721	-0.23	-0.174	-0.062	-0.384	-0.184	-0.712	-0.544	-0.16	-0.168	-0.18	0.104	0.098	-0.825	-0.113	-0.983	-0.613	-0.17	-0.03	-0.23	-0.191	-0.425	-0.023	0.017	0.215	0.167	-0.439	-0.554	-1.668	-0.126	-0.18	-0.178	-0.106	-0.076	-0.173	-0.168	0.07	0.015	-0.01
YHR031C	RRM3	1	DNA replication	-0.21	-0.294	-0.171		0.218	-0.262	0.378	-0.51	-0.137	0.197		-0.737	-0.759		-0.236	-0.093	1.268	-0.198	-0.623	-0.543	-0.218	-0.161		0.02	0.28	0.055	0.288	-0.916	0.376	-0.271	0.112	0.138	-0.572	-0.379		-0.38	-0.362	-0.096	-0.292	-0.167	-0.525	-0.155	-0.316	-0.868	-0.003	-0.286	0.165	-0.272	-0.135	-0.09	0.063
YDR293C	SSD1	1	cell wall organization and biogenesis	-0.415	-0.346	0.079			-0.282			-1.171		-0.131	-0.13		-0.456	-0.089	-0.285	-0.481		-0.727	-0.54		-0.26		-0.085		-0.345	-0.068	-0.677	-0.64	-0.084	-0.067	-0.762	-0.311			0.029	0.285		-0.512			-0.129	0.017		-0.092	-0.273	-0.205	-0.176	0.113	-0.322	-0.379
YMR031W-A	YMR031W-A	1	unknown function	-1.052	-0.225	-0.092	0.129	-0.338	-0.398	-0.182	-0.777	-0.513	-0.019	0.775	0.072	-0.069	-0.493	-0.205	0.241	-0.72	-0.132	-0.207	-0.539	-0.23	-0.062	0.012	-0.027	-0.793	-1.053	-0.283	-0.137	-0.158	-0.344	-0.287	-0.034	-0.269	0.166	-0.298	0.292	0.09	-0.6	-0.952	-1.686	-0.112	-0.038	-0.078	-0.112	0.325	-0.124	-0.138	-0.481	0.137	-0.237	-0.179
YNL273W	TOF1	1	DNA replication checkpoint*	0.087	-0.347	0.189	0.245	0.168	0.064	0.262	-0.047	0.381	-0.137	-0.119	-0.192	-0.157	-0.515	0.042	-0.16	0.209	-0.187	-0.635	-0.538	-0.216	-0.63	-0.017	-0.121	0.113	-0.064	-0.25	-1.449	0.081	0.047	-0.235	-0.057	-0.025	0.142	-0.14	-0.058	-0.271	-0.165	0.009	0.07	-0.78	0.29	0.018	-0.345	0.173	0.022	-0.08	0.167	-0.087	0.248	0.282
YJL047C	RTT101	1	ubiquitin-dependent protein catabolism*	0.417	-1.067	-0.137	-0.189	0.805	-0.341	0.588	-0.158	0.123	0.707		-0.355	-0.054		0.128	-0.014	0.591	-0.011	-0.454	-0.535	-0.978	-0.96	-0.184	-0.316	-0.023	-0.144	-0.39	-0.777	0.326	-0.222	-0.411		-0.34	-0.081	-0.005	-0.162	-0.019	0.717	-0.204	0.229	-0.628	-0.081	-0.026	-0.305	0.015	-0.243	0.045	-0.168	-0.735	-0.488	-0.195
YOL001W	PHO80	1	regulation of phosphate metabolism	0.05	-0.696	-0.222	0.146	0.088	-1.312	-0.573	0.082	-0.467	-0.085		-0.452	-1.031		0.229	0.157	-0.007	-0.464	-0.701	-0.524	0.28	0.038	0.26	-0.104	0.044	0.394	-0.001	1.029	0.367	-0.094	-0.166		0.089	0.032	-0.093	-0.243	-0.325	-1.454	0.184	0.384	-0.709	-0.181	-0.14	-2.316	-0.016	0.185	0.302	-0.118	-0.273	0.145	0.181
YHL005C	YHL005C	1	unknown function	0.241	-0.089	-0.116	0.141	0.264	0.099			0.224		0.26	-0.12	-0.091	0.015	0.029	0.079	0.184	0.137	-0.527	-0.516	0.057	-0.031	0.437	-0.211	-0.649	-0.001	0.105	0.43	-0.355	-0.187	-0.038	0.336	-0.56	-0.177	0.236	-0.341	-0.079	0.134	-0.098	-0.004	-0.401	-0.061	-0.237	-1.023	-0.053	-0.224	0.108	-0.047	-0.097	-0.04	0.084
YER083C	RMD7	1	cell wall organization and biogenesis	-0.369	-0.697	-0.007	-0.03	-0.335	-1.414	0.347	-0.877	-0.032	0.246	-0.695	-0.684	-0.775	-0.147	-0.008	0.083	-0.272	-0.643	-0.745	-0.508	0.093	-0.027	-0.628	-0.398	-0.827	0.051	-1.023	-0.412	-0.793	0.147	-0.085	-0.018	-0.145	-0.65	0.059	-0.306	-0.485	-0.462	-1.294	-1.072	-1.07	0.13	-0.057	-0.089	0.443	-0.002	0.257	0.273	-0.163	-0.239	-0.263
YOR033C	EXO1	1	mismatch repair	0.193	0.136	-0.099	0.171	-0.228	-0.068	0.185	0.258	0.073	0.244	-0.224	0.133	0.139	-0.123	-0.074	0.128	0.048	-0.086	-0.416	-0.507	-0.211	-0.293	0.035	0.275	0.014	0.329	-0.19	-0.756	0.175	0.198	0.189	0.088	-0.491	0.008	-0.219	-0.146	0.193	0.009	0.178	0.113	-0.555	0.317	-0.482	-0.998	0.472	0.103	-0.236	0.229	0.111	-0.09	-0.07
YOR345C	YOR345C	1	unknown function	-0.056	-0.008	-0.072	-0.039	-0.012	0.002	0.015	-0.038	0.003	-0.009	-0.093	-0.057	-0.623	-0.17	-0.048	0.14	-0.108	0.001	-0.591	-0.5	-0.05	-0.002	0.095	0.028	-0.186	-0.233	0.072	-0.273	-0.002	-0.214	-0.383	-0.004	0.126	0.013	-0.187	-0.099	0.196	0.261	-0.041	-0.048	-0.776	-0.121	0.084	0.022	-0.257	0.018	-0.183	-0.108	-0.041	-0.086	-0.163
YMR284W	YKU70	1	chromatin assembly/disassembly*	-0.665	-0.154									-0.1	0.004	0.395	-0.42	-0.023			-0.038	-0.294	-0.499	-0.275	-0.203	-0.122	0.007	0.346		-0.186			-0.44		-0.071	0.331	0.47	-0.012	-0.254	-0.072	0.559	-0.419	0.052	-0.436	-0.39	-0.019	0.467	-0.46			-0.333	0.044		
YAR003W	SWD1	1	chromatin silencing at telomere*	-0.308	-0.026	0.157	-0.06	-0.148	-0.008	-0.168	-0.442	-0.063	-0.102	-0.62	-0.862	-2.232	-0.496	-0.191	0.157	0.319	0.015	-0.331	-0.496	0.067	0.002	-0.208	0.159	0.148	0.142	-0.008	-0.91	0.093	-0.468	-0.091	-0.014	0.011	-0.426	0.038	-0.24	-0.169	-0.768	-0.469	-0.694	-0.424	-0.42	0.142	0.125	-0.211	0.018	-0.252	-0.429	-0.007	0.02	0.051
YHR025W	THR1	1	methionine metabolism*	-0.062	-0.23		-0.083	-0.033	0.31	0.023	-0.098	-0.036	0.097	-2.081	-0.767	-1.355	-0.587		0.148	-0.546	-0.281	-0.948	-0.494	-0.338	-0.127	-2.012	0.032	0.028	-0.106	-1.169	-1.735	-1.128	-1.432	-0.043	-1.336	-2.448	-2.85	-0.511	-0.41	-1.52	-2.2	-0.54	-1.888	-0.97	-0.47	-0.256	-0.269	-1.959	0.341	-0.586	-1.635	-0.32	-0.444	-0.93
YKL126W	YPK1	1	protein amino acid phosphorylation*	-0.555	-1.079	-1.065	0.33	-0.673	-0.99	0.508	0.039	-1.337	0.018	-0.84	-0.694	-0.691	-0.223	-0.009	-0.008	-0.031	-0.438	-0.761	-0.492	-0.085	0.045	-0.172	0.29	1.082	0.254	-0.637	0.78	0.481	-0.409	0.604	-0.898	-0.215	-0.161	0.103	-0.37	-0.091	0.134	-0.935	-0.803	-0.386	-0.476	-0.544	-1.168	-0.213	0.152	-0.154	-0.52	0.039	0.16	0.348
YKL212W	SAC1	1	dephosphorylation*	-0.403	-1.1	-0.353									-0.97			0.017	0			-0.577	-0.49	-0.293	-0.009		0.069		0.461	-0.79		0.384	-1.044			-0.804			0.347	-0.642		-0.239		-0.966	-0.992	0.254		-0.413			-1.131	-0.211	0.015	0.21
YIL153W	RRD1	1	DNA repair*	-0.599	-0.163	0.267			0.38	-0.235	-0.372	1.064	-0.267	-0.021	-0.969	-0.368	-0.204	-0.214	0.229	0.202	-0.038	-0.742	-0.488	-0.166	-0.198	-0.309	-0.243	-0.042	-0.087	0.003	-0.737	-0.416	-0.15	-0.238	-0.038	-0.047	0.149	-0.053	-0.712	-0.343	0.838	-0.547	-0.326	-0.972	-0.421	-0.228	-0.151	-0.461	-0.171	0.311	-0.259	-0.106	-0.048	-0.054
YBR231C	SWC5	1	chromatin remodeling	-0.23	-0.444	-0.212	0.072	-0.417	-0.216	0.212	-0.035	-0.142	0.022	0.979	-0.852	-1.147	-0.255	0.349	0.126	-0.977	-0.093	-0.364	-0.487	-0.06	-0.183	-0.033	-0.267	0.089	-0.239	-0.322	0.321	-0.625	-0.43	0.048	-0.271	-0.234	0.11	0.107	-0.529	-0.373	-0.62	-0.851	-1.143	-0.384	-0.283	-0.195	-0.557	-0.112	-0.167	-0.462	-0.503	-0.114	-0.317	-0.411
YOR198C	BFR1	1	meiosis*		-0.621										-0.401	-0.197		0.018	0.125	1.726		-0.751	-0.487		-0.078		0.718	0.796	-0.371	-0.602	-0.539		-0.51	0.18		-0.483	-0.311		-0.971	0.214	0.494	-0.488	-0.235	-0.71	-0.319	-0.349	-0.679	0.22	0.049	0.854	-0.597	0.12		
YOR038C	HIR2	1	regulation of transcription from Pol II promoter	0.366	-0.069	-0.117	0.171	0.045	-0.253	0.128	0.15	0.142	0.061	-0.15	-0.223	-0.572	-0.294	-0.04	-0.045	0.126	-0.044	-0.646	-0.486	-0.24	-0.035	-0.324	-0.011	-0.006	0.373	-0.301	-0.157	-0.014	-0.324	0.22	-0.14	-0.021	-0.095	0.059	-0.14	-0.344	-0.979	-0.432	-0.268	-0.643	-0.216	-0.174	-0.742	-0.265	0.134	0	-0.277	0.083	-0.05	-0.001
YJL095W	BCK1	1	protein amino acid phosphorylation*	-0.196	0.016	0.163	0.378	-1.366	-0.619	-0.742	-2.135	-1.96	-0.15	-0.099	-2.008	-3.101	-0.599	-0.169	0.514	-0.124	-0.162	-0.771	-0.484	-0.163	-0.014	-0.514	0.12	0.018	-0.24	-0.231	-2.579	-0.441	-0.029	0.391	-1.439	0.297	-0.113	-0.209	-0.749	-0.054	-0.307	0.209	0.252	-1.145	0.064	0.118	0.229	0.056	0.549	-1.354	-0.017	-0.05	-0.149	-0.292
YAL019W	FUN30	1	chromosome organization and biogenesis (sensu Eukarya)	-0.172	0.132	0.047		0.083	-0.421			0.023		-0.325	0.096	-0.118	-0.362	-0.032	0.187	0.126	-0.074	-0.475	-0.481	-0.14	-0.48	-0.059	0.107	-0.166	0.09	-0.353	-1.068	0.153	0.156	0.071	0.057	-0.462	0.001	-0.093	-0.179	0.074	-0.169	-0.138	-0.396	-0.438	0.419	-0.555	-0.712	0.303	0.089	0.385	0.415	-0.126	-0.055	-0.079
YDR456W	NHX1	1	vacuolar acidification*	-0.522	-0.091	0.045	-0.15	-0.071	-1.782	0.206	0.007	-0.125	0.243	-1.797	0.43	0.374	0.045	-0.032	0.091	-0.003	-1.506	-0.654	-0.478	0.006	-0.056	-0.735	0.074	-0.254	0.519	-0.736	0.071		0.363	0.408	-0.29	-0.382	0.103	0.122	-0.641	0.065	0.185	0.267	0.039	-0.756	0.179	-0.199	-0.793	0.406	-0.094	0.03	0.263	0.005		
YNR068C	YNR068C	1	unknown function	-0.108	-0.099	-0.014	-0.139	0.063	0.171	-0.123	-0.058	0.09	-0.02	-0.074	-0.21	-0.227	0.074	0.051	0.185	-0.113	-0.371	-1.097	-0.478	-0.068	-0.016	-0.148	-0.359	0.011	-0.218	-0.023	-0.158	-2.324	-0.221	0.044	0.041	-0.147	0.09	-0.289	-0.454	-0.03	0.4	-0.622	-0.763	-1.037	-0.247	-0.082	0.028	-0.26	-0.026	-0.157	-0.273	-0.098	-0.224	-0.367
YPR119W	CLB2	1	G2/M transition of mitotic cell cycle*	0.118	-0.251	-0.112	-0.132	0.01	-0.028	0.128	-0.732	-0.56	-0.077	-0.264	-0.284	-0.605	-0.065	-0.029	0.14	0.215	-0.411	-0.857	-0.476	-0.154	0.245	-0.345	-0.256	-0.123	-0.418	-0.19	-0.386	-0.25	-0.064	-0.153	0.015	-0.393	0.17	-0.403	-0.203	-0.252	-0.3	-0.093	-0.23	-0.805	0.119	-0.45	-0.446	0.21	0.399	-0.083	-0.1	0.159	-0.178	-0.383
YER111C	SWI4	1	G1/S transition of mitotic cell cycle*	-0.183	-0.509	0.086	-0.232	0.578	0.141	0.415	-0.721	0.895	-0.236	-0.751	-0.659	-0.961	-0.901	0.132	-0.14	1.315	-0.385	-0.077	-0.464	0.342	-0.065	-0.04	-0.117	-0.296	0.282	-0.857	-0.117	0.01	-0.232	0.262	-0.631	-0.871	-1.29	-0.137	-0.11	0.082	0.438	0.09	0.261	0.529	-0.2	0.055	-0.452	0.039	-0.037	-0.243	-0.195	-0.599	-0.142	-0.127
YNL271C	BNI1	1	establishment of cell polarity (sensu Saccharomyces)*	-0.282	-1.162	-0.151	-0.126	0.169	-0.407	0.428	-1.245	-0.179	-0.228	-0.318	-0.286	-0.241	-0.697	-0.053	-0.144	0.659	-0.019	-0.281	-0.459	-0.24	-0.17	-0.09	-0.24	0.055	-0.785	-0.243	0.035	-0.237	-0.221	-0.535	-0.482	0.098	0.585	0.193	0.04	-0.211	-0.316	-0.446	-0.336	-0.261	0.006	0.482	0.367	0.205	-0.165	0.297	-0.252	0.086	-0.359	-0.106
YGR056W	RSC1	1	chromatin remodeling	0.268	-0.515	-0.37			-0.899	0.354	-0.895	-0.432	0.272	-0.131	-0.48		-0.242	-0.103	-0.12	0.223		-0.865	-0.457	-0.082	0.199		-0.01		0.246	0.201	0.34	-1.03	-0.329	-0.043	-0.316	-0.504			0.377	-0.29		-0.687			-0.236	-0.392		0.01	-0.034	0.079	-0.428	-0.268	0	0.077
YDR014W	RAD61	1	response to radiation	0.082	-0.231	-0.109	-0.101	0.077	-0.222	0.187	-0.119	-0.014	0.075	0.089	-0.18	-0.235	0.107	-0.085	0.036	0.164	-0.032	-0.502	-0.456	-0.226	0.05	0.003	-0.236	-0.101	-0.068	0.42	-0.577	-1.138	-0.474	-0.307	-0.036	-0.453	-0.407	0.049	0.507	-0.178	-0.329	-0.259	-0.197	-0.969	-0.494	-0.442	-1.273	-0.308	0.011	0.095	-0.579	0.093	-0.06	-0.061
YDR207C	UME6	1	"negative regulation of transcription, mitotic*"	0.137	-0.483	-0.132					-0.87				-0.852	-0.101		0.314	0.197	0.234		-0.239	-0.456	-0.487	-0.305		-0.38	0.019	-0.696	-0.368	-0.277		-0.45			-0.282	-0.344		0.237	-0.053	0.08	-0.799	-0.276	-0.32	-0.517	-0.024	-0.289	-0.208			-0.729	-0.717		
YNL084C	END3	1	actin filament organization*	0.122	-0.837	0.05		0.177	-0.262	-0.173	-1.262	-0.939	0.047	0.397	-0.714	-1.428	-0.258	0.198	0.13	-0.091	-0.147	-0.507	-0.456	-0.106	-0.08	0.702	-0.348	-0.007	-0.48	-0.628	0.476	0.262	0.053	-0.261	-0.428	0.242	0.864	-0.088	-0.556	-0.147	-0.741	-0.976	-1.222	-0.337	-0.171	0.651	0.838	-0.061	0.15		0.051	-0.157	0.204	0.29
YNL307C	MCK1	1	protein amino acid phosphorylation*	-1.533	-0.047	0.191	-0.032	-0.014	0.102	-0.26	-0.542	-0.092	-0.115	-1.106	-0.275	-1.577	-0.776	-0.573	-0.03	-0.293	-0.089	-0.115	-0.456	-0.073	0.011	-0.477	-0.357	-1.345	-1.731	-0.461	-0.297	-0.43	-0.612	0.003	0.021	0.218	-0.955	-0.166	-0.235	-0.473	-2.415	-0.188	-1.482	0.176	-0.25	0.209	0.302	0.082	0.238	0.014	-0.617	0.047	-0.015	-0.061
YPR040W	TIP41	1	signal transduction		-0.054	0.043					-0.337				-0.008	-0.456		-0.06		0.031	-0.068	-0.714	-0.456		-0.092	-0.269	0.028	0.165	0.543	-0.118	-0.349	-0.192	0.037		-0.033	0.181	0.044	-0.106	-0.7	0.367	0.752	-0.039	-0.078	-0.964	-0.038	0.054	0.281	-0.038			-0.001	-0.119	-0.049	0.015
YMR242C	RPL20A	1	protein biosynthesis	-0.221	-0.999	-0.138	0.183	0.09	-0.164	0.869	-0.782	-0.02	0.163	-0.326	-0.342	-0.461	-0.648	0.025	-0.078	0.081	-0.277	-0.528	-0.451	-0.491	-0.183	-0.246	0.317	0.964	-0.922	-0.267	-0.55	-1.263	-0.333	-1.176	-0.757	-0.017	0.454	-0.236	0.264	0.015	-0.174	-1.017	-1.168	-1.284	-0.007	0.128	0.432	0.057	-0.057	-0.533	-0.164	-0.357	-0.461	-0.569
YDL192W	ARF1	1	ER to Golgi transport*	0.151	-1.416	-0.523	-0.027		-1.649	0.567	-0.457	-0.222	0.055	-1.081	-0.127	0.359	0.065	-0.025	-0.043	1.24	-1.086	-0.807	-0.448	0.206	0.123	-0.331	0.091	0.547	0.249	0.285	1.018	0.671	0.053	-0.471	-0.082	-0.019	0.23		0.689	0.228	0.747	0.133	0.167	-0.883	0.07	0.134	-0.714	-0.027	0.072	-0.022	0.36	0.174	0.333	0.701
YPL008W	CHL1	1	chromosome segregation	0.027	-0.951	-0.095	-0.142	0.578	-0.291	1.49	0.391	0.209	1.055	0.015	-0.241	0.211	-0.076	0.064	-0.127	0.739	-0.188	-0.733	-0.444	-0.054	-0.399	-0.018	-0.104	0.148	-0.116	-0.164	-0.706	-0.665	-0.072	0.074	-0.025	-0.434	-0.326	-0.019	-0.087	-0.11	0.351	-0.004	0.264	-0.813	-0.115	-0.202	-0.765	0.019	0.105	0.309	-0.247	-0.161	-0.066	-0.025
YPR164W	MMS1	1	DNA repair*	0.005	-1.177	-0.095	-0.347		-0.24	0.91	0.49	0.328	0.959		-0.379	-0.056		0.303	0.028	0.806		-0.259	-0.441	-1.296	-0.957		-0.109	-0.131	-0.098	-0.246	-0.363	0.043	-0.573			-0.453	-0.219		0.491	0.043	0.784	-0.122	0.089	-0.553	-0.358	0.086	-0.593	-0.123		0.094	-0.445	-0.641	-0.182	-0.289
YOR008C-A	YOR008C-A	1	unknown function	0.043	0.01	-0.093	0.022	0.105	-0.032	0.08	-0.026	-0.109	0.128	-0.455	-0.098	-0.106	-0.252	-0.081	0.004	-0.127	0.04	-0.31	-0.44	0.005	-0.005	0.036	-0.072	-0.113	-0.006	-0.066	-0.082	0.154	-0.124	-0.028	-0.055	-0.218	-0.509	-0.081	-0.044	-1.11	-2.461	-0.077	-0.026	-0.098	-0.15	-0.276	-0.245	-0.117	0.042	0.035	-0.133	0.11	0.172	0.164
YBR215W	HPC2	1	G1/S-specific transcription in mitotic cell cycle	0.065	-0.025	-0.293	0.048	0.083	-0.164	0.483	0.616	0.168	0.543	-0.015	0.056	-0.586	0.045	-0.008	0.023	0.114	-0.071	-0.473	-0.439	-0.103	-0.134	-0.379	-0.177	-0.328	0.178	-0.258	-0.13	-0.093	0.138	0.01	-0.035	-0.182	0.09	0.063	-0.255	-0.098	-1.143	-0.147	-0.127	-0.462	0.086	-0.369	-1.438	0.105	-0.062	-0.16	0.013	0.097	-0.119	-0.121
YPL183W-A	GON5	1	protein biosynthesis	0.457	-1.509	0.307	-0.214		-0.094	-0.338	0.926	1.144	-0.258		-0.009				-0.026	1.223		-0.048	-0.439	0.313	0.119		-0.088		-0.525	-0.011	1.801		-0.339	0.359		-0.012			0.926	0.271		-0.261			-0.28	0.997		0.203	-0.041		-0.505	0.001		
YML013W	SEL1	1	protein secretion	-0.336	-0.285	-0.1		-0.327	-1.019	0.177	-0.365	-0.179	-0.354		-1.284	-1.98	-0.498	-0.622	-0.086	0.126	-0.324	-0.605	-0.438	-0.668	-0.041	-0.085	0.25	0.483	0.586	-0.182	0.041	0.367	-0.309	0.571	-0.173	-1.428	-1.88	-0.183	-0.334	-0.839	-0.348	-0.853	-1.091	-0.513	-0.204	-0.677	-0.924	-0.138	-0.361	-0.112	-0.267	-0.271	0.409	0.628
YDR149C	YDR149C	1	unknown function		-0.087	0.036					-1.156			-0.25	-0.781	-1.377	-0.078	-0.183		-0.469	-0.34	-0.744	-0.436		0.007	-0.289	-0.229	0.119	-0.524	-0.448	-1.029	-0.838	-0.296	-0.6	-0.332	-0.406	-0.591	-0.1	-0.553	0.031	0.298	-0.555	-0.499	-1.945	-0.217	-0.322	-0.454	-0.303	0.322	0.128	-0.415	-0.126	-0.244	-0.111
YLR027C	AAT2	1	nitrogen metabolism*	-0.874	-0.924	-0.147	-0.367	-0.165	-0.017	-0.348	-1.376	-1.603	0.089	0.359	-0.338	-1.088	-0.428	-0.592	0.104	-0.34	0.119	-0.597	-0.429	-0.144	-0.042	-0.182	0.134	0.279	-0.401	-0.589	-0.84	-0.198	-0.168	-0.34	0.057	-1.231	-1.587	-0.218	-0.256	0.757	0.512	-1.253	-1.238	-0.929	-0.07	0.784	0.783	0.156	-0.099	-0.014	0.122	-0.006	-0.335	-0.456
YOR089C	VPS21	1	protein-vacuolar targeting*	-1.018	-0.859	0.022	-0.181	-0.275	-1.363	-0.288	-1.362	-0.594	-0.122	-1.364	0.763	1.653	-0.439	-0.067	0.056	-0.377	-0.884	-0.367	-0.429	-0.124	-0.055	-0.682	-0.462	-0.986	-0.582	-0.575	-0.208	0.067	0.244	-0.033	-0.23	0.385	0.436	0.024	0.001	0.359	0.953	-1.169	-0.909	-0.968	0.071	0.642	0.203	-0.047	-0.067	-0.713	0.239	-0.445	0.043	0.015
YOR014W	RTS1	1	protein biosynthesis*	0.823	-1.024	-0.004			-0.929	0.286	-0.882	0.461	0.058	-0.197	-0.688	-0.29	-0.166	-0.039	-0.058	-0.106	-0.451	-0.516	-0.428	0.044	0.119	-0.185	-0.238	-0.21	0.615	0.2	-0.462	0.37	-0.22	-0.224	-0.359	-0.129	0.499	0.075	0.24	0.102	1.083	-0.236	-0.021	-0.983	-0.269	0.156	-0.133	-0.418	-0.218	0.373	-0.357	-0.073	0.119	0.158
