ORF	hap alpha | growth (exponential growth rate) | EtOH (ethanol [8%]) | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | sodium chloride [1 M] | Yoshikawa K~Shimizu H, 2009	hap alpha | growth (exponential growth rate) | EtOH (ethanol [5%]) | Yoshikawa K~Shimizu H, 2009
YOL148C	0.292	0.202	0.609
YPL158C	0.397	0.438	0.655
YPR011C	0.399	0.452	0.667
YPR021C	0.403	0.462	0.674
YPR083W	0.394	0.462	0.671
YPR091C	0.385	0.436	0.663
YPR118W	0.381	0.433	0.682
YPR133W-A	0.285	0.395	0.652
YPR151C	0.391	0.411	0.664
YMR074C	0.396	0.442	0.679
YMR118C	0.391	0.423	0.670
YOL153C	0.390	0.422	0.264
YER017C	0.230	0.485	0.505
YER050C	0.339	0.477	0.584
YAL039C	0.335	0.460	0.626
YAL027W	0.321	0.421	0.703
YML061C	0.332	0.491	0.523
YMR015C	0.313	0.389	0.603
YMR021C	0.275	0.439	0.633
YMR035W	0.290	0.463	0.616
YMR151W	0.288	0.469	0.614
YMR150C	0.290	0.469	0.617
YMR152W	0.434	0.442	0.683
YMR193W	0.315	0.488	0.582
YMR228W	0.321	0.483	0.606
YMR256C	0.293	0.464	0.602
YMR257C	0.293	0.455	0.616
YMR267W	0.295	0.462	0.595
YMR282C	0.299	0.476	0.575
YMR286W	0.263	0.493	0.589
YMR287C	0.326	0.500	0.583
YMR293C	0.318	0.467	0.570
YHL038C	0.336	0.446	0.574
YHR011W	0.323	0.468	0.606
YPL271W	0.344	0.466	0.560
YPL215W	0.334	0.445	0.641
YJL209W	0.321	0.468	0.609
YJL180C	0.260	0.385	0.583
YLL009C	0.408	0.467	0.663
YLL027W	0.225	0.292	0.435
YLL033W	0.252	0.487	0.527
YLL042C	0.285	0.476	0.556
YOR318C	0.312	0.479	0.611
YOR330C	0.290	0.492	0.632
YOR375C	0.297	0.480	0.601
YOL009C	0.234	0.309	0.474
YOL033W	0.292	0.488	0.589
YOL083W	0.269	0.466	0.621
YHR051W	0.271	0.461	0.610
YHR091C	0.265	0.422	0.514
YHR120W	0.284	0.511	0.561
YPL173W	0.311	0.462	0.525
YPL172C	0.287	0.444	0.601
YPL104W	0.279	0.473	0.624
YOR127W	0.287	0.475	0.595
YOR155C	0.234	0.473	0.614
YOR158W	0.309	0.472	0.620
YOR241W	0.364	0.485	0.557
YOR211C	0.322	0.487	0.588
YLR067C	0.325	0.522	0.555
YLR069C	0.286	0.508	0.506
YLR070C	0.298	0.482	0.605
YLR091W	0.274	0.553	0.578
YHR147C	0.307	0.504	0.647
YBR179C	0.351	0.487	0.598
YBR251W	0.239	0.462	0.585
YBR268W	0.298	0.440	0.585
YCL010C	0.272	0.431	0.525
YCR003W	0.258	0.424	0.577
YDR175C	0.284	0.441	0.601
YDR194C	0.294	0.442	0.595
YDR197W	0.277	0.418	0.582
YDR230W	0.270	0.431	0.588
YDR077W	0.409	0.444	0.675
YDR114C	0.249	0.447	0.585
YDR115W	0.187	0.503	0.418
YLR139C	0.248	0.384	0.492
YLR144C	0.230	0.428	0.521
YLR201C	0.278	0.431	0.585
YLR202C	0.327	0.432	0.589
YLR203C	0.255	0.431	0.591
YDR347W	0.304	0.464	0.571
YDR350C	0.335	0.433	0.486
YDR375C	0.276	0.418	0.601
YGR062C	0.289	0.426	0.600
YGR076C	0.302	0.454	0.579
YGR102C	0.282	0.390	0.515
YGR150C	0.263	0.297	0.559
YGR167W	0.166	0.447	0.473
YGR171C	0.299	0.435	0.588
YGR174C	0.330	0.458	0.648
YGR180C	0.189	0.381	0.343
YGR215W	0.259	0.450	0.515
YKL003C	0.296	0.440	0.472
YKL016C	0.324	0.431	0.573
YKL134C	0.305	0.427	0.596
YKL138C	0.299	0.433	0.526
YKL169C	0.315	0.429	0.602
YKL170W	0.311	0.434	0.562
YMR231W	0.096	0.153	0.369
YLL006W	0.244	0.340	0.572
YLR148W	0.092	0.145	0.364
YKL002W	0.261	0.387	0.546
YKL087C	0.303	0.451	0.622
YDR377W	0.303	0.494	0.528
YLR240W	0.068	0.121	0.189
YCR094W	0.276	0.332	0.669
YNL220W	0.093	0.347	0.555
YNL243W	0.023	0.200	0.274
YNL242W	0.399	0.426	0.698
YNL239W	0.425	0.385	0.702
YNL237W	0.419	0.450	0.691
YNL236W	0.318	0.322	0.480
YNL231C	0.398	0.438	0.677
YNL230C	0.394	0.428	0.674
YNL227C	0.409	0.456	0.657
YNL225C	0.177	0.418	0.442
YNL219C	0.358	0.466	0.667
YNL213C	0.298	0.471	0.614
YKR055W	0.409	0.453	0.674
YML095C-A	0.180	0.311	0.521
YJL127C	0.222	0.474	0.655
YJL124C	0.252	0.478	0.541
YJL102W	0.268	0.462	0.577
YJL096W	0.330	0.468	0.647
YJL079C	0.415	0.462	0.691
YOL143C	0.135	0.437	0.510
YLR435W	0.326	0.473	0.682
YAL016W	0.176	0.295	0.818
YGL218W	0.226	0.423	0.645
YBR039W	0.208	0.501	0.720
YNL139C	0.225	0.313	0.607
YIL154C	0.363	0.464	0.675
YNL138W	0.032	0.182	0.409
YPL268W	0.204	0.349	0.550
YPR067W	0.248	0.267	0.454
YBR097W	0.031	0.161	0.368
YGL038C	0.205	0.567	0.657
YGL029W	0.373	0.462	0.638
YGL206C	0.245	0.209	0.811
YGL240W	0.272	0.502	0.468
YGL223C	0.288	0.458	0.609
YGR262C	0.226	0.338	0.663
YGL242C	0.331	0.418	0.622
YBL093C	0.229	0.137	0.544
YPR072W	0.380	0.460	0.683
YJL084C	0.406	0.433	0.684
YJL075C	0.276	0.388	0.671
YDR532C	0.256	0.345	0.625
YER014C-A	0.162	0.000	0.818
YLR233C	0.385	0.458	0.658
YLR234W	0.352	0.405	0.652
YLR235C	0.362	0.445	0.645
YLR239C	0.327	0.458	0.654
YLR242C	0.373	0.717	0.725
YLR244C	0.418	0.445	0.678
YLR399C	0.210	0.323	0.507
YLR338W	0.115	0.213	0.541
YLR337C	0.025	0.155	0.546
YLR396C	0.395	0.453	0.658
YEL036C	0.216	0.574	0.584
YEL044W	0.269	0.461	0.686
YER068W	0.193	0.392	0.653
YDR138W	0.225	0.227	0.607
YOR290C	0.432	0.419	0.695
YLR369W	0.248	0.361	0.637
YFL016C	0.177	0.496	0.350
YNL055C	0.300	0.414	0.640
