^SAMPLE = GSM30549
!Sample_title = No benomyl
!Sample_geo_accession = GSM30549
!Sample_status = Public on Nov 05 2004
!Sample_submission_date = Sep 13 2004
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = no benomyl
!Sample_organism_ch1 = Saccharomyces cerevisiae
!Sample_taxid_ch1 = 4932
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = no benomyl
!Sample_organism_ch2 = Saccharomyces cerevisiae
!Sample_taxid_ch2 = 4932
!Sample_molecule_ch2 = total RNA
!Sample_description = A pool of 5,896 haploid-convertible heterozygous diploid yeast knockout (YKO) strains were sporulated.
!Sample_description = A pool of isogenic haploid MATa cells were obtained by selection on a magic medium without the drug benomyl at 30 degree for 2 days.
!Sample_description = Genomic DNA was prepared from this pool of freshly generated haploid cells and used as the template for PCR amplification of the TAGs identifying the YKOs with a pair of primers universal for either Uptags or Downtags.
!Sample_description = The PCR products from sample1 or sample2 were differentially labeled with Cy5 or Cy3.
!Sample_description = The Cy5- and Cy3-labeled Uptags and Downtags were mixed together and hybridized to a Hopkins-TagArray.
!Sample_description = Fluorescent array images were collected for both Cy5 and Cy3 with a GenePix4000B microarray scanner.
!Sample_description = The image data was annalyzed with a GenePix5.1 program.
!Sample_description = Keywords = benomyl, heterozygote, YKO
!Sample_platform_id = GPL1444
!Sample_contact_name = Xuewen,,Pan
!Sample_contact_email = xpan2@jhmi.edu
!Sample_contact_phone = 410-955-2477
!Sample_contact_laboratory = Boeke Lab
!Sample_contact_department = Department of Molecular Biology and Genetics
!Sample_contact_institute = Johns Hopkins University School of Medicine
!Sample_contact_address = 733 N. Broadway, Room 331
!Sample_contact_city = Baltimore
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 21205
!Sample_contact_country = USA
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy3.tif.gz
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM30nnn/GSM30549/suppl/GSM30549_cy5.tif.gz
!Sample_series_id = GSE1752
!Sample_series_id = GSE1838
!Sample_data_row_count = 22575
#ID_REF = Serial identifier for probe
#F635_Median = Cy5 (F635) median fluorescence intensity
#B635_Median = Cy5 (F635) background median fluorescence intensity
#F532_Median = Cy3 (F532) median fluorescence intensity
#B532_Median = Cy3 (F532) background median fluorescence intensity
#F635-B635_Median = Background substracted Cy5 (F635) median fluorescence intensity
#F532-B532_Median = Background substracted Cy3 (F532) median fluorescence intensity
#VALUE = log ratio (log2 of PRE_VALUE)
#Flags =  
#PRE_VALUE = Normalized ratio defined by F635-B635_Median/F532-B532_Median
!sample_table_begin
ID_REF	F635_Median	B635_Median	F532_Median	B532_Median	F635-B635_Median	F532-B532_Median	VALUE	Flags	PRE_VALUE
378	2332	54	5515	71	2278	5444	-0.4150373	0	0.75
379	10153	57	21679	74	10096	21605	-0.2515393	0	0.84
380	147	53	280	79	94	201	-0.2515393	-50	0.84
381	4473	53	8991	77	4420	8914	-0.1681233	0	0.89
382	7353	54	14305	72	7299	14233	-0.1202943	0	0.92
383	14079	54	27683	77	14025	27606	-0.1360623	0	0.91
384	12303	58	19231	71	12245	19160	0.2016343	0	1.15
385	8058	62	15704	78	7996	15626	-0.1202943	0	0.92
386	2125	53	3572	76	2072	3496	0.0976113	0	1.07
387	11388	59	26814	74	11329	26740	-0.3959293	0	0.76
388	183	58	689	70	125	619	-1.4739313	-50	0.36
389	7698	53	13724	71	7645	13653	0.0143553	0	1.01
390	8889	51	16437	71	8838	16366	-0.0439433	0	0.97
391	17220	60	23037	80	17160	22957	0.4329593	0	1.35
392	11681	51	19624	74	11630	19550	0.0976113	0	1.07
393	25835	58	33720	79	25777	33641	0.4646683	0	1.38
394	1761	50	4227	73	1711	4154	-0.4344033	0	0.74
395	14921	55	21851	73	14866	21778	0.2986583	0	1.23
396	230	48	314	78	182	236	0.4750853	-50	1.39
397	196	59	667	79	137	588	-1.2515393	-50	0.42
398	133	52	438	80	81	358	-1.2863043	-50	0.41
399	335	61	168	68	274	100	2.3015883	-50	4.93
400	329	56	586	80	273	506	-0.0439433	-50	0.97
401	1017	61	2722	75	956	2647	-0.6214883	0	0.65
402	81	60	185	80	21	105	-1.4739313	-50	0.36
403	967	55	1920	79	912	1841	-0.1681233	0	0.89
404	5481	59	10523	86	5422	10437	-0.0892673	0	0.94
405	133	57	132	75	76	57	1.2630343	-50	2.40
406	3324	59	6635	75	3265	6560	-0.1520033	0	0.90
407	154	55	168	74	99	94	0.9259993	-50	1.90
408	22028	56	36354	81	21972	36273	0.1243283	0	1.09
409	5567	50	7545	73	5517	7472	0.4114263	0	1.33
410	85	50	229	71	35	158	-1.3219283	-50	0.40
411	66	52	138	70	14	68	-1.4344033	-50	0.37
412	17730	53	29588	73	17677	29515	0.1110313	0	1.08
413	20736	54	33403	73	20682	33330	0.1634993	0	1.12
414	28024	59	48852	77	27965	48775	0.0426443	0	1.03
415	748	57	2009	74	691	1935	-0.6438563	0	0.64
416	29503	57	47366	82	29446	47284	0.1634993	0	1.12
417	13291	54	27499	78	13237	27421	-0.2009133	0	0.87
418	11009	56	20124	74	10953	20050	-0.0291463	0	0.98
419	9707	54	17222	71	9653	17151	0.0143553	0	1.01
420	209	55	283	77	154	206	0.4329593	-50	1.35
421	18800	56	31381	73	18744	31308	0.1110313	0	1.08
422	134	56	160	73	78	87	0.6870613	-50	1.61
423	17662	53	30616	74	17609	30542	0.0565843	0	1.04
424	12291	55	24449	77	12236	24372	-0.1520033	0	0.90
425	9448	58	13165	76	9390	13089	0.3673713	0	1.29
426	6524	53	11754	77	6471	11677	0.0000003	0	1.00
427	8326	58	17445	77	8268	17368	-0.2175913	0	0.86
428	11827	53	15623	74	11774	15549	0.4436073	0	1.36
429	6822	57	11411	79	6765	11332	0.0976113	0	1.07
430	44	53	93	73	-9	20		-50	-0.81
431	267	58	713	68	209	645	-0.7858753	-50	0.58
432	98	61	171	85	37	86	-0.3770703	-50	0.77
433	831	55	2018	73	776	1945	-0.4739313	0	0.72
434	7097	51	11351	71	7046	11280	0.1634993	0	1.12
435	3003	52	6060	71	2951	5989	-0.1681233	0	0.89
436	641	54	983	74	587	909	0.2141253	0	1.16
437	3418	56	5296	78	3362	5218	0.2141253	0	1.16
438	8122	48	16256	73	8074	16183	-0.1520033	0	0.90
439	5238	47	10978	73	5191	10905	-0.2175913	0	0.86
440	2086	56	3485	64	2030	3421	0.0976113	0	1.07
441	6749	56	11659	71	6693	11588	0.0565843	0	1.04
442	16798	51	33705	71	16747	33634	-0.1520033	0	0.90
443	81	64	338	72	17	266	-3.0588943	-50	0.12
444	24681	56	47551	77	24625	47474	-0.1046973	0	0.93
445	173	56	435	82	117	353	-0.7369663	-50	0.60
446	175	60	196	92	115	104	0.9927683	-50	1.99
447	85	51	92	72	34	20	1.6135323	-50	3.06
448	7304	54	11248	77	7250	11171	0.2265093	0	1.17
449	8003	53	13271	78	7950	13193	0.1110313	0	1.08
450	10688	56	17890	75	10632	17815	0.0976113	0	1.07
451	649	61	793	80	588	713	0.5655973	0	1.48
452	93	62	116	79	31	37	0.5945493	-50	1.51
453	14823	57	24517	76	14766	24441	0.1243283	0	1.09
454	7561	59	9722	78	7502	9644	0.4854273	0	1.40
455	2408	57	3073	79	2351	2994	0.4956953	0	1.41
456	1118	61	446	83	1057	363	2.3895673	0	5.24
457	99	59	128	90	40	38	0.9183863	-50	1.89
458	12055	57	21176	75	11998	21101	0.0285693	0	1.02
459	5236	54	7327	77	5182	7250	0.3673713	0	1.29
460	332	56	730	72	276	658	-0.3959293	-50	0.76
461	79	55	147	77	24	70	-0.6896603	-50	0.62
462	160	51	634	67	109	567	-1.5145733	-50	0.35
463	90	51	166	69	39	97	-0.4739313	-50	0.72
464	2698	54	4815	71	2644	4744	0.0000003	0	1.00
465	109	52	797	71	57	726	-2.8365013	-50	0.14
466	319	57	416	74	262	342	0.4646683	-50	1.38
467	6192	56	9486	77	6136	9409	0.2265093	0	1.17
468	3898	56	5351	76	3842	5275	0.3895673	0	1.31
469	29890	56	45678	76	29834	45602	0.2387873	0	1.18
470	7549	58	14609	80	7491	14529	-0.1046973	0	0.93
471	26903	56	40326	78	26847	40248	0.2630343	0	1.20
472	1780	61	2216	82	1719	2134	0.5360533	0	1.45
473	68	50	97	69	18	28	0.2141253	-50	1.16
474	76	52	116	74	24	42	0.0426443	-50	1.03
475	205	53	324	70	152	254	0.1110313	-50	1.08
476	733	52	1076	67	681	1009	0.2750073	0	1.21
477	1612	57	3005	69	1555	2936	-0.0740013	0	0.95
478	5974	52	11909	72	5922	11837	-0.1520033	0	0.90
479	10292	58	18060	79	10234	17981	0.0285693	0	1.02
480	1103	58	2421	78	1045	2343	-0.3219283	0	0.80
481	74	56	112	79	18	33	-0.0291463	-50	0.98
482	16896	54	25194	74	16842	25120	0.2750073	0	1.21
483	75	57	112	72	18	40	-0.3040063	-50	0.81
484	15696	60	18671	72	15636	18599	0.5945493	0	1.51
485	11286	60	17084	75	11226	17009	0.2509623	0	1.19
486	321	53	1079	70	268	1009	-1.0588943	-50	0.48
487	5405	55	8537	75	5350	8462	0.1890343	0	1.14
488	79	51	116	71	28	45	0.1634993	-50	1.12
489	1541	52	2300	75	1489	2225	0.2630343	0	1.20
490	11480	52	22629	70	11428	22559	-0.1360623	0	0.91
491	289	52	290	74	237	216	0.9855003	-50	1.98
492	2434	50	3738	72	2384	3666	0.2265093	0	1.17
493	4691	53	8456	73	4638	8383	0.0000003	0	1.00
494	3679	54	5737	71	3625	5666	0.2016343	0	1.15
495	13816	55	20139	78	13761	20061	0.2986583	0	1.23
496	22786	58	39513	77	22728	39436	0.0565843	0	1.04
497	18661	52	30954	72	18609	30882	0.1110313	0	1.08
498	1242	55	1790	73	1187	1717	0.3103403	0	1.24
499	5746	57	12565	78	5689	12487	-0.2863043	0	0.82
500	5805	58	9062	77	5747	8985	0.2016343	0	1.15
501	16321	55	20306	83	16266	20223	0.5360533	0	1.45
502	4428	58	8770	77	4370	8693	-0.1520033	0	0.90
503	23727	57	43911	79	23670	43832	-0.0439433	0	0.97
504	92	56	133	74	36	59	0.1375043	-50	1.10
505	3732	59	3785	81	3673	3704	0.8318773	0	1.78
506	9701	57	14616	77	9644	14539	0.2509623	0	1.19
507	1336	61	4005	82	1275	3923	-0.7612133	0	0.59
508	147	61	207	90	86	117	0.4005383	-50	1.32
509	84	63	141	79	21	62	-0.7131193	-50	0.61
510	10689	60	22559	78	10629	22481	-0.2344653	0	0.85
511	11567	57	21316	78	11510	21238	-0.0291463	0	0.98
512	3565	58	6247	76	3507	6171	0.0285693	0	1.02
513	76	54	112	76	22	36	0.1375043	-50	1.10
514	88	55	456	76	33	380	-2.6438563	-50	0.16
515	1107	50	1366	73	1057	1293	0.5558163	0	1.47
516	9914	55	15545	73	9859	15472	0.2016343	0	1.15
517	8167	56	17925	72	8111	17853	-0.2863043	0	0.82
518	7714	53	18234	70	7661	18164	-0.3959293	0	0.76
519	1727	59	3106	78	1668	3028	-0.0145003	0	0.99
520	318	53	719	76	265	643	-0.4344033	-50	0.74
521	6763	62	16089	74	6701	16015	-0.4150373	0	0.75
522	1036	53	1830	75	983	1755	0.0143553	0	1.01
523	6658	58	9715	79	6600	9636	0.2986583	0	1.23
524	2831	53	5910	81	2778	5829	-0.2175913	0	0.86
525	7426	57	9635	77	7369	9558	0.4750853	0	1.39
526	74	53	106	74	21	32	0.2387873	-50	1.18
527	11106	58	17954	73	11048	17881	0.1505603	0	1.11
528	90	49	179	71	41	108	-0.5563933	-50	0.68
529	84	49	122	78	35	44	0.5160153	-50	1.43
530	9816	59	18369	77	9757	18292	-0.0588943	0	0.96
531	9859	56	18142	76	9803	18066	-0.0291463	0	0.98
532	3921	60	7293	67	3861	7226	-0.0588943	0	0.96
533	9266	56	16991	77	9210	16914	-0.0291463	0	0.98
534	281	56	618	83	225	535	-0.3959293	-50	0.76
535	79	55	138	69	24	69	-0.6665763	-50	0.63
536	147	55	234	71	92	163	0.0285693	-50	1.02
537	22798	55	37344	75	22743	37269	0.1375043	0	1.10
538	9527	59	14101	79	9468	14022	0.2868813	0	1.22
539	181	57	198	75	124	123	0.8559903	-50	1.81
540	70	55	102	74	15	28	-0.0588943	-50	0.96
541	73	57	115	77	16	38	-0.3959293	-50	0.76
542	5611	57	11674	75	5554	11599	-0.2175913	0	0.86
543	68	55	110	75	13	35	-0.5777673	-50	0.67
544	22165	57	42655	73	22108	42582	-0.1046973	0	0.93
545	69	51	132	78	18	54	-0.7369663	-50	0.60
546	119	52	259	72	67	187	-0.6438563	-50	0.64
547	5659	56	10030	77	5603	9953	0.0143553	0	1.01
548	84	53	96	73	31	23	1.2809563	-50	2.43
549	6574	50	11151	77	6524	11074	0.0840643	0	1.06
550	149	57	502	77	92	425	-1.3584543	-50	0.39
551	291	61	241	71	230	170	1.2868813	-50	2.44
552	11044	57	21433	82	10987	21351	-0.1046973	0	0.93
553	75	54	130	78	21	52	-0.4540323	-50	0.73
554	95	62	133	75	33	58	0.0285693	-50	1.02
555	15556	60	25789	75	15496	25714	0.1110313	0	1.08
556	1286	56	5925	76	1230	5849	-1.3959293	0	0.38
557	1930	61	7376	78	1869	7298	-1.1202943	0	0.46
558	12925	62	20713	84	12863	20629	0.1634993	0	1.12
559	9092	56	15997	83	9036	15914	0.0285693	0	1.02
560	14251	64	26419	83	14187	26336	-0.0439433	0	0.97
561	19604	65	32003	82	19539	31921	0.1375043	0	1.10
562	183	59	308	82	124	226	-0.0145003	-50	0.99
563	110	58	230	83	52	147	-0.6438563	-50	0.64
564	75	54	117	77	21	40	-0.0740013	-50	0.95
565	12870	59	20440	74	12811	20366	0.1763233	0	1.13
566	20260	56	36173	82	20204	36091	0.0143553	0	1.01
567	5863	57	9511	75	5806	9436	0.1505603	0	1.11
568	3993	52	6609	72	3941	6537	0.1243283	0	1.09
569	97	56	109	70	41	39	0.9183863	-50	1.89
570	79	56	126	71	23	55	-0.4150373	-50	0.75
571	6854	57	14317	76	6797	14241	-0.2175913	0	0.86
572	9320	60	17729	78	9260	17651	-0.0892673	0	0.94
573	5653	56	10083	80	5597	10003	0.0143553	0	1.01
574	1885	59	2907	79	1826	2828	0.2141253	0	1.16
575	12915	54	21047	82	12861	20965	0.1375043	0	1.10
576	19499	59	29044	75	19440	28969	0.2750073	0	1.21
577	29773	55	51139	79	29718	51060	0.0703893	0	1.05
578	16170	55	26365	73	16115	26292	0.1375043	0	1.10
579	11940	58	18916	70	11882	18846	0.1763233	0	1.13
580	140	51	302	74	89	228	-0.5145733	-50	0.70
581	2652	55	6728	74	2597	6654	-0.5145733	0	0.70
582	3032	58	7831	73	2974	7758	-0.5353323	0	0.69
583	12733	53	24353	78	12680	24275	-0.0892673	0	0.94
584	1780	59	4080	76	1721	4004	-0.3770703	0	0.77
585	4199	56	6398	75	4143	6323	0.2387873	0	1.18
586	11920	56	23499	75	11864	23424	-0.1360623	0	0.91
587	5031	51	7164	78	4980	7086	0.3448283	0	1.27
588	6783	55	16775	77	6728	16698	-0.4540323	0	0.73
589	9321	54	15171	71	9267	15100	0.1375043	0	1.10
590	269	58	509	80	211	429	-0.1681233	-50	0.89
591	244	56	824	78	188	746	-1.1520033	-50	0.45
592	429	48	94	78	381	16	5.4215603	-50	42.86
593	372	57	299	72	315	227	1.3219283	-50	2.50
594	575	57	1068	78	518	990	-0.0892673	0	0.94
595	24894	57	57219	84	24837	57135	-0.3584543	0	0.78
596	28649	56	48659	73	28593	48586	0.0840643	0	1.06
597	9569	54	18907	68	9515	18839	-0.1360623	0	0.91
598	5199	50	8682	74	5149	8608	0.1110313	0	1.08
599	14204	57	30071	74	14147	29997	-0.2344653	0	0.85
600	2184	56	5903	73	2128	5830	-0.5994623	0	0.66
601	84	54	126	73	30	53	0.0285693	-50	1.02
602	26080	49	52093	76	26031	52017	-0.1520033	0	0.90
603	2504	55	5657	72	2449	5585	-0.3400753	0	0.79
604	10624	58	18088	81	10566	18007	0.0840643	0	1.06
605	380	57	603	75	323	528	0.1375043	-50	1.10
606	2440	52	4539	71	2388	4468	-0.0588943	0	0.96
607	1260	56	2539	74	1204	2465	-0.1844253	0	0.88
608	79	51	121	83	28	38	0.4114263	-50	1.33
609	4258	59	6629	82	4199	6547	0.2016343	0	1.15
610	307	62	283	77	245	206	1.0976113	-50	2.14
611	3852	63	5980	78	3789	5902	0.2141253	0	1.16
612	17974	63	27749	85	17911	27664	0.2265093	0	1.17
613	160	63	820	85	97	735	-2.0588943	-50	0.24
614	16585	57	25463	85	16528	25378	0.2265093	0	1.17
615	236	59	732	81	177	651	-1.0291463	-50	0.49
616	409	55	443	82	354	361	0.8237493	-50	1.77
617	110	58	200	76	52	124	-0.4150373	-50	0.75
618	1553	56	2175	78	1497	2097	0.3561443	0	1.28
619	1987	56	4146	73	1931	4073	-0.2344653	0	0.85
620	7195	51	13338	72	7144	13266	-0.0439433	0	0.97
621	810	57	1306	72	753	1234	0.1375043	0	1.10
622	3993	55	7010	76	3938	6934	0.0285693	0	1.02
623	2237	52	4762	79	2185	4683	-0.2515393	0	0.84
624	526	60	676	78	466	598	0.4854273	0	1.40
625	12022	51	14924	80	11971	14844	0.5360533	0	1.45
626	1573	59	2586	77	1514	2509	0.1243283	0	1.09
627	573	63	1005	75	510	930	-0.0145003	0	0.99
628	8898	56	19385	75	8842	19310	-0.2863043	0	0.82
629	112	56	197	81	56	116	-0.2009133	-50	0.87
630	8189	58	14777	83	8131	14694	0.0000003	0	1.00
631	341	54	486	74	287	412	0.3219283	-50	1.25
632	110	56	248	73	54	175	-0.8365013	-50	0.56
633	864	47	1553	69	817	1484	-0.0145003	0	0.99
634	10248	54	16619	72	10194	16547	0.1505603	0	1.11
635	85	58	117	77	27	40	0.2868813	-50	1.22
636	4371	59	7720	75	4312	7645	0.0285693	0	1.02
637	170	61	286	80	109	206	-0.0740013	-50	0.95
638	1010	54	792	76	956	716	1.2630343	0	2.40
639	4408	59	8119	78	4349	8041	-0.0439433	0	0.97
640	2065	55	4330	69	2010	4261	-0.2344653	0	0.85
641	3925	54	7810	76	3871	7734	-0.1520033	0	0.90
642	15992	58	23156	79	15934	23077	0.3103403	0	1.24
643	19869	59	34748	74	19810	34674	0.0426443	0	1.03
644	317	54	299	77	263	222	1.0908533	-50	2.13
645	79	54	121	71	25	50	-0.1520033	-50	0.90
646	430	56	598	70	374	528	0.3561443	-50	1.28
647	1085	58	3517	74	1027	3443	-0.8889693	0	0.54
648	10948	59	23964	76	10889	23888	-0.2863043	0	0.82
649	5309	56	8439	72	5253	8367	0.1763233	0	1.13
650	122	57	300	77	65	223	-0.9434163	-50	0.52
651	6964	59	17289	76	6905	17213	-0.4739313	0	0.72
652	754	59	1034	72	695	962	0.3785123	0	1.30
653	5007	56	8589	74	4951	8515	0.0703893	0	1.05
654	9729	57	19075	71	9672	19004	-0.1202943	0	0.92
655	437	60	432	78	377	354	0.9411063	-50	1.92
656	8626	60	15388	76	8566	15312	0.0143553	0	1.01
657	3821	49	10079	72	3772	10007	-0.5563933	0	0.68
658	5604	53	12394	74	5551	12320	-0.3040063	0	0.81
659	4266	54	8826	74	4212	8752	-0.2009133	0	0.87
660	23611	58	33506	74	23553	33432	0.3448283	0	1.27
661	6658	56	11546	76	6602	11470	0.0565843	0	1.04
662	16999	58	30531	79	16941	30452	0.0000003	0	1.00
663	17842	56	36474	77	17786	36397	-0.1844253	0	0.88
664	19021	64	35048	78	18957	34970	-0.0291463	0	0.98
665	123	60	180	78	63	102	0.1505603	-50	1.11
666	6617	57	13352	83	6560	13269	-0.1681233	0	0.89
667	19118	61	32440	84	19057	32356	0.0840643	0	1.06
668	24415	56	33215	80	24359	33135	0.4005383	0	1.32
669	19159	57	28814	78	19102	28736	0.2630343	0	1.20
670	15890	55	29988	73	15835	29915	-0.0740013	0	0.95
671	12172	57	28032	72	12115	27960	-0.3584543	0	0.78
672	17419	54	32056	73	17365	31983	-0.0291463	0	0.98
673	25652	58	50692	75	25594	50617	-0.1360623	0	0.91
674	15705	57	29525	78	15648	29447	-0.0588943	0	0.96
675	18712	54	36589	73	18658	36516	-0.1202943	0	0.92
676	12866	60	16755	77	12806	16678	0.4646683	0	1.38
677	6702	57	13765	75	6645	13690	-0.2009133	0	0.87
678	6301	57	10329	82	6244	10247	0.1375043	0	1.10
679	87	57	113	74	30	39	0.4646683	-50	1.38
680	1312	56	2431	84	1256	2347	-0.0588943	0	0.96
681	606	56	930	72	550	858	0.2016343	0	1.15
682	7023	59	11607	77	6964	11530	0.1243283	0	1.09
683	83	57	102	70	26	32	0.5459683	-50	1.46
684	87	50	287	70	37	217	-1.6896603	-50	0.31
685	3288	51	6926	74	3237	6852	-0.2344653	0	0.85
686	4416	53	6647	69	4363	6578	0.2509623	0	1.19
687	3166	61	13654	77	3105	13577	-1.2863043	0	0.41
688	17293	54	29646	72	17239	29574	0.0703893	0	1.05
689	2307	52	7438	76	2255	7362	-0.8624963	0	0.55
690	274	55	100	72	219	28	3.8155753	-50	14.08
691	75	56	142	73	19	69	-1.0000003	-50	0.50
692	75	52	116	76	23	40	0.0565843	-50	1.04
693	121	55	231	76	66	155	-0.3770703	-50	0.77
694	5950	56	10075	71	5894	10004	0.0840643	0	1.06
695	1528	58	5312	72	1470	5240	-1.0000003	0	0.50
696	780	63	1662	79	717	1583	-0.2863043	0	0.82
697	80	53	119	73	27	46	0.0840643	-50	1.06
698	2195	56	7179	75	2139	7104	-0.8889693	0	0.54
699	639	56	2775	75	583	2700	-1.3584543	0	0.39
700	8963	57	14614	76	8906	14538	0.1375043	0	1.10
701	23225	59	37599	74	23166	37525	0.1505603	0	1.11
702	81	53	130	68	28	62	-0.3040063	-50	0.81
703	1185	56	2561	73	1129	2488	-0.2863043	0	0.82
704	224	55	556	73	169	483	-0.6665763	-50	0.63
705	88	55	114	75	33	39	0.6040713	-50	1.52
706	85	58	180	82	27	98	-1.0000003	-50	0.50
707	69	59	114	77	10	37	-1.0291463	-50	0.49
708	5743	59	12067	79	5684	11988	-0.2344653	0	0.85
709	4872	56	11403	76	4816	11327	-0.3770703	0	0.77
710	72	54	128	75	18	53	-0.7131193	-50	0.61
711	262	54	325	74	208	251	0.5753123	-50	1.49
712	75	59	117	72	16	45	-0.6438563	-50	0.64
713	6695	58	14976	72	6637	14904	-0.3219283	0	0.80
714	3133	63	8790	78	3070	8712	-0.6665763	0	0.63
715	9021	60	15615	79	8961	15536	0.0565843	0	1.04
716	15005	51	29141	77	14954	29064	-0.1046973	0	0.93
717	579	60	1126	81	519	1045	-0.1681233	0	0.89
718	119	56	206	89	63	117	-0.0439433	-50	0.97
719	166	62	274	88	104	186	0.0143553	-50	1.01
720	2350	65	5800	82	2285	5718	-0.4739313	0	0.72
721	616	57	3124	81	559	3043	-1.5994623	0	0.33
722	80	56	149	71	24	78	-0.8624963	-50	0.55
723	15309	54	28886	74	15255	28812	-0.0740013	0	0.95
724	179	50	142	71	129	71	1.7092913	-50	3.27
725	7210	51	11022	73	7159	10949	0.2387873	0	1.18
726	5411	58	11337	77	5353	11260	-0.2175913	0	0.86
727	13409	59	28920	77	13350	28843	-0.2688173	0	0.83
728	5272	49	9367	75	5223	9292	0.0143553	0	1.01
729	5921	61	11581	79	5860	11502	-0.1202943	0	0.92
730	7111	57	10340	78	7054	10262	0.3103403	0	1.24
731	10634	55	20751	81	10579	20670	-0.1202943	0	0.92
732	137	58	115	82	79	33	2.1076883	-50	4.31
733	18489	53	41893	77	18436	41816	-0.3400753	0	0.79
734	3673	53	7136	74	3620	7062	-0.1202943	0	0.92
735	157	58	321	83	99	238	-0.4150373	-50	0.75
736	2762	56	4321	77	2706	4244	0.2016343	0	1.15
737	153	53	362	73	100	289	-0.6896603	-50	0.62
738	91	53	136	69	38	67	0.0285693	-50	1.02
739	1938	53	4203	70	1885	4133	-0.2863043	0	0.82
740	329	56	615	75	273	540	-0.1360623	-50	0.91
741	775	54	1128	72	721	1056	0.2986583	0	1.23
742	286	58	661	72	228	589	-0.5145733	-50	0.70
743	206	58	674	78	148	596	-1.1520033	-50	0.45
744	2753	55	5489	77	2698	5412	-0.1520033	0	0.90
745	10921	57	19579	74	10864	19505	0.0000003	0	1.00
746	64	57	105	74	7	31	-1.2863043	-50	0.41
747	3807	57	9007	72	3750	8935	-0.3959293	0	0.76
748	4942	51	7410	74	4891	7336	0.2630343	0	1.20
749	15660	59	18739	75	15601	18664	0.5849633	0	1.50
750	5633	55	7642	71	5578	7571	0.4114263	0	1.33
751	2827	59	3869	74	2768	3795	0.3895673	0	1.31
752	69	57	129	79	12	50	-1.2175913	-50	0.43
753	5824	57	12697	79	5767	12618	-0.2863043	0	0.82
754	253	54	852	72	199	780	-1.1202943	-50	0.46
755	7185	58	15099	82	7127	15017	-0.2344653	0	0.85
756	7026	56	16738	75	6970	16663	-0.4150373	0	0.75
757	4985	56	9719	73	4929	9646	-0.1202943	0	0.92
758	66	56	111	79	10	32	-0.8365013	-50	0.56
759	170	59	208	74	111	134	0.5753123	-50	1.49
760	565	56	554	80	509	474	0.9486013	0	1.93
761	189	53	284	75	136	209	0.2265093	-50	1.17
762	17494	62	32149	82	17432	32067	-0.0291463	0	0.98
763	5664	50	10579	77	5614	10502	-0.0588943	0	0.96
764	73	51	105	73	22	32	0.3103403	-50	1.24
765	14822	55	24171	74	14767	24097	0.1375043	0	1.10
766	67	51	112	69	16	43	-0.5777673	-50	0.67
767	1216	62	2130	81	1154	2049	0.0143553	0	1.01
768	7041	57	10359	74	6984	10285	0.2868813	0	1.22
769	177	59	145	72	118	73	1.5410193	-50	2.91
770	681	59	961	84	622	877	0.3561443	0	1.28
771	628	61	2745	86	567	2659	-1.3959293	0	0.38
772	7953	59	11372	81	7894	11291	0.3334243	0	1.26
773	2341	64	7516	83	2277	7433	-0.8624963	0	0.55
774	78	61	136	78	17	58	-0.9159363	-50	0.53
775	95	55	250	76	40	174	-1.2863043	-50	0.41
776	1452	53	2267	72	1399	2195	0.2016343	0	1.15
777	10460	55	20088	69	10405	20019	-0.0892673	0	0.94
778	8043	55	13623	76	7988	13547	0.0840643	0	1.06
779	220	55	264	76	165	188	0.6599253	-50	1.58
780	86	60	125	76	26	49	-0.0588943	-50	0.96
781	8589	60	15188	74	8529	15114	0.0285693	0	1.02
782	105	60	149	76	45	73	0.1505603	-50	1.11
783	14904	60	27047	77	14844	26970	-0.0145003	0	0.99
784	112	58	187	79	54	108	-0.1520033	-50	0.90
785	83	58	114	74	25	40	0.1763233	-50	1.13
786	9989	54	15761	75	9935	15686	0.1890343	0	1.14
787	12577	60	24939	73	12517	24866	-0.1360623	0	0.91
788	95	52	110	69	43	41	0.9183863	-50	1.89
789	8741	51	15432	72	8690	15360	0.0285693	0	1.02
790	1606	51	3457	69	1555	3388	-0.2688173	0	0.83
791	6153	57	9697	69	6096	9628	0.1890343	0	1.14
792	698	56	817	71	642	746	0.6322683	0	1.55
793	881	58	1127	81	823	1046	0.5058913	0	1.42
794	1961	52	3174	74	1909	3100	0.1505603	0	1.11
795	15172	60	24136	76	15112	24060	0.1763233	0	1.13
796	20868	62	41833	74	20806	41759	-0.1520033	0	0.90
797	86	58	116	75	28	41	0.2986583	-50	1.23
798	8651	60	16880	76	8591	16804	-0.1202943	0	0.92
799	3528	56	8319	75	3472	8244	-0.3959293	0	0.76
800	1999	54	5042	76	1945	4966	-0.5145733	0	0.70
801	3515	58	8130	81	3457	8049	-0.3770703	0	0.77
802	5283	53	11791	68	5230	11723	-0.3219283	0	0.80
803	93	56	269	69	37	200	-1.5994623	-50	0.33
804	162	56	374	81	106	293	-0.6214883	-50	0.65
